Lake_Series,Lake_Name,Date,pH,Contaminants,Bacteria_Level,Temperature,Turbidity,Dissolved_Oxygen,Nitrogen_Levels,Alkalinity_Level,Calcium_Hardness,Magnesium_Hardness,Sodium,Chloride_Levels,Total_Dissolved_Solids,Cadmium,Iron,Lead,Mercury,Zinc,Nitrate,Nitrite,Nickel
Byramangala Lake Series,Chikkabanavara Lake,19-04-2022,6.28,49.92,2751.34,10.08,5.19,9.66,6.57,118.1,153.6,131.49,33.93,33.86,525.06,0.0043,0.29,0.015,0.0001,0.013,2.92,0.05,0.14
Byramangala Lake Series,Chikkabanavara Lake,29-09-2021,7.17,111.29,2170.29,20.78,4.55,14.3,6.2,40.43,294.6,80.85,7.87,111.49,108.19,0.0045,0.02,0.012,0.0002,0.025,2.85,0.1,0.11
Byramangala Lake Series,Chikkabanavara Lake,10-04-2024,6.77,75.67,1458.24,38.32,5.44,10.86,7.92,173.49,123.1,91.91,70.04,8.38,326.18,0.0039,0.22,0.005,0.0001,0.036,1.24,0.02,0.15
Byramangala Lake Series,Chikkabanavara Lake,06-03-2024,8.77,125.59,1866.42,20.23,2.55,6.06,6.03,147.6,238.77,31.01,41.19,226.82,61.97,0.0025,0.12,0.019,0.0002,0.028,2.69,0.08,0.11
Byramangala Lake Series,Chikkabanavara Lake,23-03-2023,6.19,132.3,2811.89,21.47,3.46,12.47,2.46,27.25,122.26,105.97,84.45,209.9,306.43,0.0042,0.27,0.001,0.0002,0.011,2,0.07,0.13
Byramangala Lake Series,Chikkabanavara Lake,10-01-2021,8.06,59.4,2634.71,17.31,3.56,11.61,1.8,147.8,215.31,131.99,27.44,141.82,290.25,0.0042,0.04,0.008,0.0001,0.038,1.36,0.01,0.14
Byramangala Lake Series,Chikkabanavara Lake,17-04-2023,7.46,48.22,2570.95,33.52,3.08,9.62,0.3,71.84,133.57,78.64,79.98,88.07,951.83,0.0038,0.1,0.002,0.0001,0.041,1.96,0.05,0.12
Byramangala Lake Series,Chikkabanavara Lake,23-02-2023,6.72,132.93,1569.08,33.81,2.82,6.44,7.46,90.25,78.88,146.43,79.45,101.33,792.29,0.0028,0.2,0.002,0.0002,0.019,1.37,0.05,0.12
Byramangala Lake Series,Chikkabanavara Lake,24-01-2023,7.92,149.56,660.83,30.99,4.58,9.81,2.43,107.16,81.63,149.83,86.24,62.26,891.42,0.0008,0.25,0.004,0.0001,0.006,1.82,0.03,0.11
Byramangala Lake Series,Chikkabanavara Lake,28-09-2020,8.06,99.13,971.12,24.82,4.67,6.18,9.86,125.65,267.52,143.27,12.66,96.37,333.14,0.0008,0.08,0.008,0.0001,0.029,0.95,0.08,0.13
Byramangala Lake Series,Chikkabanavara Lake,02-05-2023,6.44,140.63,1586.91,14.5,5.14,14.41,5.74,99.23,217.28,135.71,20.41,225.21,984.24,0.0014,0.21,0.005,0.0001,0.012,2.47,0.04,0.11
Byramangala Lake Series,Chikkabanavara Lake,08-03-2023,8.13,116.12,2503.6,33.56,3.28,7.52,8.27,179.31,183.65,114.95,8.97,133.34,80.79,0.001,0.29,0.015,0.0001,0.045,1.38,0.04,0.13
Byramangala Lake Series,Chikkabanavara Lake,24-01-2023,8.07,107.91,2726.59,33.04,4.87,4.89,8.76,60.82,94.5,118.82,12.22,139.5,894.63,0.0004,0.09,0.01,0.0001,0.009,0.31,0.1,0.12
Byramangala Lake Series,Chikkabanavara Lake,15-01-2023,7.14,86.27,2038.4,25.56,2.81,11.19,1.17,65.52,48.42,50.13,34.42,156.66,659.03,0.0017,0,0.002,0.0001,0.012,0.87,0.02,0.14
Byramangala Lake Series,Chikkabanavara Lake,24-07-2023,6.05,43.46,2599.38,30.5,1.18,8.51,3.28,170.17,28.81,21.84,64.48,240.7,645.21,0.0037,0,0.01,0.0001,0.007,0.84,0.01,0.11
Byramangala Lake Series,Chikkabanavara Lake,04-01-2023,6.91,23.27,1379.42,10.1,5.94,10.67,8.51,108.02,247.59,123.14,76.58,188.42,147.51,0.0024,0.12,0.013,0.0001,0.007,1.23,0.1,0.13
Byramangala Lake Series,Chikkabanavara Lake,15-08-2023,7.76,86.29,451.81,17.9,1.83,6.3,7.98,65.44,126.1,118.92,45.37,98.24,418.42,0.0044,0.26,0.02,0.0002,0.038,1.33,0.06,0.15
Byramangala Lake Series,Chikkabanavara Lake,20-09-2022,6.87,139.58,285.13,21.01,1.81,9.42,6.66,111.62,154.67,106.69,47.94,75.52,853.92,0.0042,0.21,0.016,0.0002,0.005,2.26,0.1,0.11
Byramangala Lake Series,Chikkabanavara Lake,24-01-2023,8.36,61.14,512.44,25.91,0.95,4.2,2.68,57.32,101.25,76.24,14.77,0.6,441.99,0.0004,0.1,0.016,0.0002,0.022,2.25,0.01,0.1
Byramangala Lake Series,Chikkabanavara Lake,19-02-2020,7.04,86.44,2351.47,24.21,6.28,3.84,3.71,179.36,276.14,68.38,85.65,228.92,161.59,0.0013,0.26,0.007,0.0002,0.042,0.89,0.04,0.13
Byramangala Lake Series,Chikkabanavara Lake,15-12-2023,6.06,77.13,409.26,23.77,2.28,9.91,8.41,131.1,31.37,69.22,40.79,223.78,77.75,0.0031,0.18,0.001,0.0002,0.034,2.69,0.06,0.11
Byramangala Lake Series,Chikkabanavara Lake,03-05-2022,6.95,143.79,1930.91,37.76,0.06,5.27,5.75,84.96,143.54,47.22,88.26,3.02,925.63,0.0015,0.3,0.007,0.0001,0.041,0.92,0.08,0.12
Byramangala Lake Series,Chikkabanavara Lake,17-05-2020,6.63,38.8,32.38,35.94,0.4,8.39,0.73,82.9,139.78,119.89,19.79,66.33,365.57,0.0006,0.07,0.01,0.0001,0.036,2.57,0.04,0.12
Byramangala Lake Series,Chikkabanavara Lake,05-03-2022,7.54,23.99,353.54,25.16,0.19,5.43,2.82,181.03,203.15,66.61,3.88,37.1,557.78,0.0002,0.09,0.001,0.0001,0.016,2.77,0.01,0.13
Byramangala Lake Series,Chikkabanavara Lake,31-01-2023,7.69,120.89,2159.28,33.96,1.74,12.35,7.69,150.14,50.02,141.73,96.63,14.93,35.25,0.0003,0.23,0.004,0.0002,0.039,1.27,0.07,0.15
Byramangala Lake Series,Chikkabanavara Lake,12-05-2022,8.5,104.67,1791.06,21.73,1.28,10.69,2.86,101.34,271.97,41.54,62.74,64.92,746.77,0.0033,0.03,0.013,0.0001,0.031,2.15,0.06,0.1
Byramangala Lake Series,Chikkabanavara Lake,12-04-2022,7.29,81.07,315.98,19.88,4.84,12.42,8.26,139.59,256.77,148.48,69.44,136.5,984.9,0.0019,0.09,0.009,0.0001,0.041,1.56,0.02,0.14
Byramangala Lake Series,Chikkabanavara Lake,16-01-2023,6.78,7.02,743.99,37.14,6.86,13.58,0.4,162.29,173.02,67.79,39.54,172.96,797.24,0.0013,0.26,0.005,0.0002,0.002,2.48,0.06,0.12
Byramangala Lake Series,Chikkabanavara Lake,22-06-2022,8.35,128.63,184.07,13.56,2.01,8.9,7.42,55.64,240.91,125.41,30.5,160.81,946.25,0.0032,0.17,0.003,0.0001,0.013,0.17,0.06,0.12
Byramangala Lake Series,Chikkabanavara Lake,22-06-2021,7.13,104.18,2390.79,38.62,5.17,8.89,2.97,128.15,240.24,102.02,91.31,123.11,219.31,0.0031,0.21,0.002,0.0002,0.032,1.33,0.06,0.1
Byramangala Lake Series,Chikkabanavara Lake,09-10-2022,6.14,61.71,2917.84,17.1,3.07,7.83,4.77,51.5,24.83,13.82,18.68,85.82,789.53,0.0035,0.1,0.017,0.0001,0.022,2.2,0.02,0.15
Byramangala Lake Series,Chikkabanavara Lake,17-02-2023,6.93,38.79,2335.85,20.47,2.74,4.12,8.13,97.85,84.61,123.2,28.28,11.73,37.52,0.0029,0.13,0.014,0.0002,0.033,0.28,0.1,0.15
Byramangala Lake Series,Chikkabanavara Lake,12-04-2024,6.5,126.06,933.49,17.31,2.14,10.41,3.88,115.33,135.79,119.9,87.79,45.54,939.63,0.0023,0.24,0.015,0.0002,0.035,2.21,0.06,0.11
Byramangala Lake Series,Chikkabanavara Lake,14-03-2020,7.95,85.1,2801.27,16.36,0.82,9.67,6.21,24.88,81.67,127.58,2.71,201.99,872.45,0.0047,0.18,0.001,0.0002,0.043,0.11,0.02,0.12
Byramangala Lake Series,Chikkabanavara Lake,09-12-2020,8.19,5.47,2346.15,27.86,1.39,7.78,2.16,82.99,66.31,55.56,68.83,146.12,606.71,0.0011,0.04,0.011,0.0002,0.022,2.82,0.06,0.13
Byramangala Lake Series,Chikkabanavara Lake,23-04-2024,8.73,109.34,2837.34,14.99,0.21,3.33,0.21,37.38,97.88,148.74,83.33,5.02,664.94,0.0025,0.11,0.007,0.0001,0.002,2.41,0.01,0.12
Byramangala Lake Series,Chikkabanavara Lake,10-01-2022,8.6,33.71,780.98,18.55,3.19,8.21,0.09,77.58,222.76,36.03,81.88,81.62,962.95,0.0032,0.13,0.003,0.0001,0.007,1.13,0.04,0.14
Byramangala Lake Series,Chikkabanavara Lake,23-11-2023,8.64,92.82,353.85,14.89,3.17,14.67,8.8,24.11,161.97,36.09,35.26,237.95,37.81,0.0015,0.11,0.017,0.0001,0.02,0.58,0.01,0.11
Byramangala Lake Series,Chikkabanavara Lake,16-06-2020,6.44,17.37,1961.47,16.3,0.97,13.37,8.43,102.37,49.5,3.9,71.77,115.24,87.97,0.0049,0.22,0.012,0.0002,0.037,2.31,0.07,0.11
Byramangala Lake Series,Chikkabanavara Lake,28-07-2021,8.46,77.92,1272.54,14.28,2.36,7.08,1.89,132.6,14.75,14.51,59.64,11.8,30.14,0.002,0.16,0.009,0.0001,0.016,1.28,0.05,0.1
Byramangala Lake Series,Chikkabanavara Lake,06-02-2021,7.78,11.78,1093.06,15.94,3.97,10.66,0.28,159.13,74.1,55.31,66.3,245.26,357,0.0035,0.07,0.004,0.0001,0.043,1.44,0.06,0.14
Byramangala Lake Series,Chikkabanavara Lake,25-01-2022,7.06,147.43,914.35,17.94,2.54,6.34,6.02,50.21,261.6,59.56,64.37,213.82,150.36,0.0019,0.25,0.016,0.0001,0.006,2.78,0.05,0.13
Byramangala Lake Series,Chikkabanavara Lake,14-08-2021,7.73,97.86,925.73,17.02,5.18,3.16,2.99,104.6,232.61,43.78,0.72,232.73,881.2,0.0044,0.24,0.017,0.0001,0.005,0.7,0.08,0.14
Byramangala Lake Series,Chikkabanavara Lake,26-05-2021,7.37,143.07,2920.23,10.9,3.28,7.18,3.87,159.57,148.89,32.04,29.65,11.23,938.38,0.0034,0.03,0.016,0.0002,0.013,2.08,0.03,0.12
Byramangala Lake Series,Chikkabanavara Lake,25-12-2022,7.15,56.57,2628.72,36.19,5.2,4.9,3.21,105.81,83.1,31.82,40.66,205.29,736.32,0.0037,0.14,0.012,0.0001,0.01,0.11,0.04,0.14
Byramangala Lake Series,Chikkabanavara Lake,03-05-2024,8.74,103.52,150.97,28.01,0.15,12.89,5.5,96.33,49.05,90.07,4.29,83.15,856.35,0.0016,0.01,0.018,0.0002,0.045,2.99,0.01,0.11
Byramangala Lake Series,Chikkabanavara Lake,10-11-2020,8.72,71.15,1330.97,28.11,5.09,11.5,8.29,183.57,139.37,3.31,20.2,67.33,17.26,0.0013,0.03,0.016,0.0001,0.044,1.89,0.07,0.14
Byramangala Lake Series,Chikkabanavara Lake,30-05-2024,7.85,48.07,2261.9,36.53,3.03,7.04,2.5,48.59,30.88,106.51,78.71,159.82,630.11,0.0009,0.12,0.014,0.0001,0.039,2.76,0.08,0.12
Byramangala Lake Series,Chikkabanavara Lake,06-09-2022,8.51,105.34,2042.71,39.18,5.87,5.74,2.23,136.37,119.85,20.38,58.34,102.93,27.25,0.0007,0.26,0.001,0.0001,0.043,0.18,0.04,0.11
Byramangala Lake Series,Chikkabanavara Lake,30-01-2023,8.87,48.67,231.85,32.48,2.28,14.01,1.24,130.32,234.06,98.61,49.49,63.29,392.17,0.0019,0.07,0.003,0.0001,0.032,0.19,0.06,0.15
Byramangala Lake Series,Chikkabanavara Lake,16-05-2020,6.21,71.29,2347.14,30.08,1.06,8.49,9.41,86.55,207.28,107.35,33.47,6.84,445.58,0.0002,0.26,0.018,0.0001,0.05,0.15,0,0.13
Byramangala Lake Series,Chikkabanavara Lake,19-09-2022,7.8,28.93,1906.12,27.98,6.97,6.79,4.59,41.59,299.7,25.6,14.39,33.69,37.06,0.0018,0.23,0.004,0.0002,0.04,0.28,0.06,0.15
Byramangala Lake Series,Chikkabanavara Lake,28-07-2020,7.52,65.97,184.53,36.27,2.66,10.19,5.48,37.19,225.14,130.82,82.5,174.61,790.17,0.0025,0.07,0.005,0.0001,0.01,2.96,0.07,0.13
Byramangala Lake Series,Chikkabanavara Lake,07-12-2021,6.33,75.78,2945.35,16.3,2.58,4.82,6.18,185.45,17.55,138.03,82.87,169.6,715.21,0.0042,0.22,0.014,0.0001,0.046,2.66,0.09,0.1
Byramangala Lake Series,Chikkabanavara Lake,12-07-2020,7.78,77.76,1241.19,13.66,6.17,6.04,9.9,182.42,90.72,79.87,13.73,88.93,900.78,0.0037,0.17,0.013,0.0001,0.02,0.82,0.04,0.14
Byramangala Lake Series,Madavara Lake,29-07-2021,6.16,119.78,2580.14,39.86,3.57,12.31,9.26,58.12,102.4,137.4,5.26,94.1,867.73,0.002,0.03,0.014,0.0002,0.006,2.33,0.09,0.12
Byramangala Lake Series,Madavara Lake,13-09-2021,8.79,113.49,1482.45,20.91,2.42,5.81,7.1,25.92,136.76,18.41,26.17,181.85,860.63,0.0018,0.07,0.004,0.0001,0.033,1.9,0,0.13
Byramangala Lake Series,Madavara Lake,05-05-2023,6.85,33.52,966.57,24.99,1.3,11.34,5.26,135.46,98.12,79.63,58.29,219.15,350.72,0.0002,0.24,0.018,0.0002,0.049,0.69,0.09,0.12
Byramangala Lake Series,Madavara Lake,13-12-2021,8.26,14.38,2360.03,38.92,3.3,13.4,7.86,27.5,137.27,116.66,49.31,171.17,309.91,0.0038,0.09,0.004,0.0001,0.007,2.96,0.08,0.15
Byramangala Lake Series,Madavara Lake,13-03-2024,9,43.61,1082.37,35.21,0.41,3.85,4.06,85.74,144.26,123.28,26.26,18.18,354.61,0.0027,0.12,0.007,0.0002,0.045,2.02,0.01,0.12
Byramangala Lake Series,Madavara Lake,03-05-2021,6.77,0.89,2955.72,11.88,4.44,13.06,6.12,132.93,35.62,11.19,81.14,248.38,16.73,0.0005,0.12,0.009,0.0002,0.033,2.71,0.09,0.14
Byramangala Lake Series,Madavara Lake,28-11-2023,6.47,107.74,2795.53,23.05,1.72,13.34,6,170.86,6.05,145.26,84.77,163.04,308.35,0.0039,0.21,0.004,0.0001,0.049,2.13,0.03,0.12
Byramangala Lake Series,Madavara Lake,15-07-2021,6.38,33.63,2065.86,37.4,1.72,9.47,1.1,79.57,234.97,10.38,85.79,229.36,207.55,0.0018,0.13,0.01,0.0001,0.048,2.78,0.02,0.12
Byramangala Lake Series,Madavara Lake,07-09-2023,8.87,13.91,1836.73,39.95,0.13,4.2,5.54,154.75,280.48,120.68,48.18,90.75,507.43,0.0012,0.09,0.012,0.0002,0.04,2.94,0.09,0.13
Byramangala Lake Series,Madavara Lake,21-06-2020,8.43,35.79,621.97,30.13,4.92,6.01,6.94,171.65,98.41,106.82,14.91,184.97,507.22,0.0039,0.2,0.004,0.0001,0.018,1.29,0.01,0.13
Byramangala Lake Series,Madavara Lake,19-09-2022,7.17,111.47,2661.32,20.68,2.02,8.31,4.74,42.89,225.61,18.37,4.95,182.66,151,0.005,0.26,0.004,0.0002,0.009,1.66,0.03,0.15
Byramangala Lake Series,Madavara Lake,28-06-2020,8.55,108.1,1978.19,39.61,6.63,12.48,4.07,144.53,257.94,8,11.06,125.2,901.93,0.0048,0.06,0.015,0.0001,0.033,2.33,0.05,0.13
Byramangala Lake Series,Madavara Lake,06-05-2024,6.13,106.66,2400.05,20.49,5.71,11.1,2.32,26.8,295.31,32.75,28.51,79.91,651.13,0.0036,0.22,0.008,0.0002,0.017,1.99,0.05,0.1
Byramangala Lake Series,Madavara Lake,05-04-2023,7.15,86.42,2721.94,35.9,0.01,7.95,8.45,190.92,139.92,76.98,34.26,30.39,248.86,0.0017,0.23,0.011,0.0001,0.009,2.46,0.02,0.12
Byramangala Lake Series,Madavara Lake,12-06-2022,7.01,44.94,2029.64,30.57,0.43,14.88,5.08,90.32,176.67,144.01,94.32,232.02,813.31,0.0029,0.08,0.006,0.0001,0.027,1.53,0.01,0.11
Byramangala Lake Series,Madavara Lake,20-11-2021,6.78,57.46,2810.14,15.87,2.2,7.14,2.46,108.59,239.44,149.43,14.66,204.38,592.76,0.0045,0.22,0.02,0.0002,0.017,2.35,0.06,0.15
Byramangala Lake Series,Madavara Lake,13-08-2023,6.09,9.69,795.53,17.69,1.83,11.29,8.72,131.44,62.2,88.15,71.83,207.86,780.89,0.0037,0.06,0.011,0.0002,0.006,1.11,0.1,0.1
Byramangala Lake Series,Madavara Lake,24-02-2023,8.01,136.98,1381.96,30.15,5.61,12.3,2.19,71.86,204.84,19.2,88.27,15.36,563.44,0.0015,0.03,0.005,0.0001,0.031,0.32,0.03,0.11
Byramangala Lake Series,Madavara Lake,23-03-2023,7.8,89.1,2960.04,14.47,1.54,9.98,0.68,54.26,208.83,23.05,37.03,213.67,989.99,0.0046,0.29,0.014,0.0001,0.036,2,0.02,0.13
Byramangala Lake Series,Madavara Lake,23-02-2023,6.96,149.52,1072.95,32.79,6.98,14.56,2.19,77.06,26.39,18.79,11.84,168.19,364.36,0.0015,0.2,0.013,0.0001,0.016,1.8,0.06,0.14
Byramangala Lake Series,Madavara Lake,31-10-2022,8.5,4.36,2636.76,10.99,2.11,13.32,5.01,175.5,297.71,60.18,67.2,63.7,21.39,0.0046,0.19,0.001,0.0001,0.007,1.73,0.06,0.14
Byramangala Lake Series,Madavara Lake,15-05-2022,8.11,31.48,865.09,25.07,3.44,5.8,0.43,91.53,14.48,62.28,25.27,97.48,128.17,0.0024,0.17,0.016,0.0001,0.045,2.55,0.08,0.11
Byramangala Lake Series,Madavara Lake,17-10-2020,6.51,65.83,2942.39,14.8,4.77,8.16,1.87,160.63,53.32,23.67,83.44,91.42,582.37,0.0016,0.28,0.019,0.0001,0.047,2.25,0,0.14
Byramangala Lake Series,Madavara Lake,26-06-2022,6.41,59.89,2230.78,26.74,2.94,9.43,9.15,194.46,195.26,139.88,61.85,120.57,905.62,0.0023,0.15,0.011,0.0001,0.003,2.7,0.08,0.13
Byramangala Lake Series,Madavara Lake,17-12-2022,7.69,78.03,2820.4,26.18,1.15,8.59,4.56,120,58.75,116.56,26.25,108.73,229.87,0.0046,0.17,0.018,0.0001,0.045,2.69,0.06,0.11
Byramangala Lake Series,Madavara Lake,28-03-2023,6.04,116.33,2536.47,36.14,0.14,3.87,6.79,127.69,287.93,121.22,85.67,56.82,765.61,0.0049,0.25,0.015,0.0001,0.019,0.49,0.01,0.1
Byramangala Lake Series,Madavara Lake,26-08-2023,7.08,4.8,2233.82,21.7,2.1,8.18,7.04,65.09,249.07,54.65,10.94,95.6,355.01,0.0042,0.12,0.016,0.0002,0.006,1.45,0.09,0.13
Byramangala Lake Series,Madavara Lake,04-10-2021,6.89,100.13,2092.4,33.06,0.1,9.17,7.79,46.17,199.58,49.6,11.01,60.56,870.58,0.0043,0.15,0.003,0.0001,0.045,0.53,0.05,0.11
Byramangala Lake Series,Madavara Lake,26-04-2023,6.56,32.4,2147.93,36.6,6.83,4.49,3.19,153.06,292.28,134.72,62.12,27.57,234.63,0.0044,0.27,0.014,0.0001,0.014,1.47,0.05,0.13
Byramangala Lake Series,Madavara Lake,03-03-2022,7.94,26.36,883.66,23.33,3.05,5.41,3.22,74.6,293.7,22.27,61.35,20.1,885.71,0.003,0.17,0.009,0.0001,0.041,0.96,0.03,0.12
Byramangala Lake Series,Madavara Lake,01-09-2021,7.08,139.99,1193.3,34.43,0.85,10.41,1.22,132.33,281.25,66.74,68.88,102.44,728.29,0.0048,0.24,0.016,0.0001,0.031,0.3,0.02,0.15
Byramangala Lake Series,Madavara Lake,27-09-2023,8.85,38.84,1239.29,37.53,1.97,9.25,0.3,86.33,266.03,12.12,6.59,247.58,709.55,0.002,0.08,0.003,0.0002,0.043,0.91,0.02,0.11
Byramangala Lake Series,Madavara Lake,11-10-2022,7.46,112.27,876.45,34.56,2.9,6.26,3.06,77.75,160.47,1.97,68.69,159.58,5.28,0.0025,0.29,0.005,0.0002,0.017,1.1,0.04,0.11
Byramangala Lake Series,Madavara Lake,31-05-2022,8.38,50.61,292.52,35.45,4.28,11.48,6.36,33.82,236.53,132.47,84.73,14.92,431.47,0.0045,0.08,0.004,0.0002,0.022,2.46,0.06,0.14
Byramangala Lake Series,Madavara Lake,26-02-2021,8.36,138.95,1174.56,11.56,3.5,13.21,6.25,135.21,280.8,21.16,68,181.92,728.06,0.0031,0.23,0.009,0.0001,0.016,2.38,0.04,0.13
Byramangala Lake Series,Madavara Lake,27-04-2021,6.19,42.01,51.62,22.93,5.87,6.95,1.59,175.68,237.58,66.83,5.74,36.21,599.8,0.0033,0.3,0.019,0.0001,0.04,1.33,0.01,0.13
Byramangala Lake Series,Madavara Lake,23-06-2022,6.49,7.89,1909.92,32.43,6.07,6.62,3.74,89.56,95.79,26.63,47.52,179.09,925.81,0.0032,0.05,0.004,0.0002,0.01,0.17,0.09,0.14
Byramangala Lake Series,Madavara Lake,01-04-2023,8.26,52.44,2698.21,16.79,2.2,3.45,7.34,92.66,16.62,70.08,12.04,131.08,324.76,0.0013,0.19,0.016,0.0002,0.027,1.12,0.01,0.1
Byramangala Lake Series,Madavara Lake,13-10-2020,6.78,8.6,2938.89,24.38,5.34,10.01,7.72,42.23,125.52,35.73,5.76,206.58,978.61,0.0048,0.17,0.017,0.0001,0.002,0.21,0.04,0.11
Byramangala Lake Series,Madavara Lake,07-12-2021,8.05,5.31,1088.01,23.9,2.89,7.54,5.54,50.18,13.55,1.19,78.67,216.03,375.25,0.0034,0.3,0.017,0.0002,0.018,1.62,0.06,0.12
Byramangala Lake Series,Madavara Lake,20-11-2020,6.14,90.53,2847.29,32.03,1.17,6.02,9.97,54.81,9.51,40.64,41.28,221.5,504.61,0.0023,0.03,0.006,0.0002,0.032,2.12,0.07,0.15
Byramangala Lake Series,Madavara Lake,23-04-2020,6.44,138.53,2420,37.84,2.02,4.81,2.59,58.5,153.75,116.67,53.15,124.83,73.75,0.0035,0.16,0.009,0.0001,0.016,0.76,0.07,0.12
Byramangala Lake Series,Madavara Lake,09-06-2020,7.92,110.42,1587.29,21.64,0.66,9.15,1.43,94.63,248.44,145.34,81.44,204.06,278.13,0.0011,0.16,0.019,0.0002,0.029,1.18,0.08,0.1
Byramangala Lake Series,Madavara Lake,24-06-2021,8.65,24.54,1805.61,12.76,3.19,13.22,7.14,169.84,206,46.62,82.17,128.39,817.16,0.0002,0.09,0.01,0.0001,0.033,2.25,0.08,0.15
Byramangala Lake Series,Madavara Lake,27-05-2021,8.95,146.43,1.4,34.48,0.4,4.69,5.86,58.76,164.9,96.03,44.35,36.09,664.25,0.0015,0.14,0.017,0.0002,0.007,1.36,0.02,0.15
Byramangala Lake Series,Madavara Lake,23-01-2024,6.87,77.48,2981.21,19.22,0.6,10.72,6.77,162.58,33.55,78.55,68.5,106.69,895.06,0.0038,0.29,0.006,0.0001,0.035,0.98,0.05,0.12
Byramangala Lake Series,Madavara Lake,22-05-2020,6.94,109.03,78.93,20.64,3.65,13.8,2.7,24.85,283.37,81.14,51.58,29.79,713.9,0.001,0.23,0.011,0.0001,0.022,2.87,0.05,0.11
Byramangala Lake Series,Madavara Lake,11-11-2021,6.53,106.05,356.33,31.99,5.97,13.65,2.7,27.89,28.84,145.03,94.43,60.26,337.74,0.0005,0.18,0.006,0.0002,0.017,0.87,0.01,0.11
Byramangala Lake Series,Madavara Lake,06-10-2021,6.01,127.96,2779.87,11.01,5.99,14.76,8.58,62.37,296.72,87.61,11.49,139.49,600.5,0.0028,0.16,0.016,0.0001,0.031,2.12,0.09,0.11
Byramangala Lake Series,Madavara Lake,17-05-2021,8.29,122.52,1813.5,16.1,5.51,3.43,0.22,53.25,136.12,20.97,4.37,230.73,528.44,0.0009,0.13,0.015,0.0001,0.038,0.55,0.09,0.12
Byramangala Lake Series,Madavara Lake,15-05-2022,7.96,96.11,2525.99,36.23,3.16,11.16,8.87,124.54,42.69,137.33,88.16,80,48.87,0.0025,0.23,0.012,0.0002,0.036,1.52,0.05,0.14
Byramangala Lake Series,Madavara Lake,28-03-2024,6.03,143.69,2752.43,29.1,6.7,6.9,7.06,118.62,46.65,17.36,45.14,246.45,280.14,0.0017,0.14,0.012,0.0001,0.007,2.32,0.08,0.13
Byramangala Lake Series,Madavara Lake,10-04-2023,6.68,122.69,2722.48,27.96,5.15,6.13,0.59,73.81,233.73,18.52,2.25,129.54,575.57,0.0027,0.12,0.008,0.0002,0.008,0.18,0.09,0.13
Byramangala Lake Series,Madavara Lake,13-01-2021,7.19,101.35,599.75,12.98,2.36,11.24,7.84,78.37,36.17,75.6,99.75,30.04,156.12,0.004,0.13,0.018,0.0001,0.039,1.64,0.05,0.14
Byramangala Lake Series,Madavara Lake,31-10-2023,8.88,122.5,557.45,25.44,4.44,4.22,2.59,143.28,138.6,13.29,98.41,162.91,99.19,0.0004,0.07,0.019,0.0002,0.014,0.73,0.01,0.13
Byramangala Lake Series,Madavara Lake,03-06-2023,7.43,48.18,1479.12,14.73,2.34,7.64,6.94,190.66,68.46,38.78,61.96,82.69,616.85,0.0005,0.07,0.018,0.0001,0.016,2.8,0.08,0.13
Byramangala Lake Series,Madavara Lake,05-02-2024,6.63,39.46,552.89,24.39,2.87,4.5,7.11,170.11,261.35,70.94,2.34,44.62,55.91,0.003,0.24,0.007,0.0002,0.044,2.73,0.04,0.14
Byramangala Lake Series,Madavara Lake,11-01-2023,8.58,105.14,1301.5,22.2,4.62,14.57,6.2,74.39,178,98.18,83.94,124.35,679.11,0.0014,0.23,0.003,0.0001,0.004,1.97,0.05,0.12
Byramangala Lake Series,Madavara Lake,23-09-2021,7.4,13.44,1110.83,33.74,4.61,4.37,1.85,35.12,69.34,105.85,97.96,6.89,361.61,0.0047,0.03,0.01,0.0001,0.022,0.31,0.05,0.14
Byramangala Lake Series,Madavara Lake,10-03-2023,7.97,16.81,1270.19,20.18,3.69,5.88,0.25,178.39,174.19,55.46,40.55,95.38,446.41,0.0039,0.19,0.01,0.0002,0.003,0.14,0.04,0.13
Byramangala Lake Series,Madavara Lake,08-08-2020,8.83,17.48,667.28,31.7,2.44,7.93,6.88,130.72,115.27,100.17,60.24,151.28,681.76,0.0047,0.18,0.014,0.0001,0.029,1.47,0.09,0.14
Byramangala Lake Series,Madavara Lake,23-05-2023,8.02,118.37,2926.55,37.19,4.65,8.24,9.55,117.89,142.75,27.36,12.15,155.84,629.38,0.0031,0,0.009,0.0001,0.049,2.16,0.04,0.14
Byramangala Lake Series,Madavara Lake,15-01-2023,6.19,66.82,1327.18,32.47,5.06,8.82,5.46,57.74,222.74,36.93,19.68,232.08,800.69,0.0006,0.01,0.008,0.0002,0.014,0.06,0.04,0.11
Byramangala Lake Series,Madavara Lake,24-03-2022,7.17,0.92,1414.24,22.08,0.94,4.92,4.3,137.1,239.53,57.23,12.77,101.3,49.8,0.0029,0.07,0.001,0.0002,0.048,2.39,0.06,0.13
Byramangala Lake Series,Madavara Lake,31-10-2022,8.36,6.36,2542.17,17.1,1.84,7.8,3.46,180.83,247.76,35.23,54.03,191.94,496.18,0.0016,0.06,0.004,0.0002,0.03,1.19,0.01,0.11
Byramangala Lake Series,Madavara Lake,25-01-2024,6.27,5.2,1549.04,27.48,4.99,9.46,9.49,69.16,112.04,60.97,87.4,168.85,48.69,0.0036,0.12,0.019,0.0001,0.02,1.58,0.06,0.14
